timestamp_utc,instrument_symbol,open_price,high_price,low_price,close_price,interval_traded_volume,bid_volume_level_1,ask_volume_level_1,bid_distance_level_1,ask_distance_level_1,bid_volume_level_2,ask_volume_level_2,bid_distance_level_2,ask_distance_level_2,bid_volume_level_3,ask_volume_level_3,bid_distance_level_3,ask_distance_level_3,bid_volume_level_4,ask_volume_level_4,bid_distance_level_4,ask_distance_level_4,bid_volume_level_5,ask_volume_level_5,bid_distance_level_5,ask_distance_level_5,bid_volume_level_6,ask_volume_level_6,bid_distance_level_6,ask_distance_level_6,bid_volume_level_7,ask_volume_level_7,bid_distance_level_7,ask_distance_level_7,bid_volume_level_8,ask_volume_level_8,bid_distance_level_8,ask_distance_level_8,bid_volume_level_9,ask_volume_level_9,bid_distance_level_9,ask_distance_level_9,bid_volume_level_10,ask_volume_level_10,bid_distance_level_10,ask_distance_level_10
2026-02-20T08:05:00Z,SOL-USDT,83.4535,83.4535,83.4535,83.4535,1144.525,0.57,2288.48,0.0599,0.0599,19.04,2348.57,0.659,0.1797,67.16,3076.2,1.6177,0.5392,111.42,3268.55,1.7375,0.659,238.07,3318.55,1.8573,0.7789,507.68,3768.19,2.097,0.8987,1296.5,3879.28,2.3366,1.0185,2144.19,3968.22,2.4565,1.1384,2214.14,4631.29,2.5763,1.2582,2256.01,4691.58,2.6961,1.378
2026-02-20T08:10:00Z,SOL-USDT,83.4385,83.4385,83.4385,83.4385,353.53,666.92,40.14,0.0599,0.0599,768.06,100.08,0.1798,0.4195,785.29,251.65,0.2996,0.6592,825.83,378.29,0.5393,0.779,1215.5,438.23,0.6592,0.8989,1256.38,605.92,0.779,1.7378,1340.84,612.07,0.8989,1.9775,1353.1,645.53,1.1386,2.0974,1513.67,1364.72,1.2584,2.3371,1542.97,1653.49,1.4981,2.4569
2026-02-20T08:15:00Z,SOL-USDT,83.5465,83.5465,83.5465,83.5465,638.035,785.2,490.87,0.0598,0.0598,823.18,550.74,0.2992,0.1795,861.16,598.61,0.6583,0.5386,993.8,622.54,0.8977,0.778,1156.15,628.85,1.0174,0.8977,1545.34,786.13,1.1371,1.0174,2314.02,996.61,1.2568,1.1371,2410.76,1057.53,1.3765,1.2568,2768.21,1111.63,1.4962,1.3765,2768.38,1124.08,1.6159,1.4962
2026-02-20T08:20:00Z,SOL-USDT,83.5475,83.5475,83.5475,83.5475,107.46,70.71,144.21,0.0598,0.0598,85.81,263.95,0.5386,0.2992,124.09,467.41,0.6583,0.6583,187.0,510.28,0.8977,0.778,299.95,533.38,1.0174,1.0174,1018.46,833.33,1.1371,1.1371,1056.74,1024.94,1.2568,1.2568,1119.76,1048.75,1.3765,1.4962,1261.93,1087.63,1.4962,1.6158,1651.13,1832.82,1.7355,1.8552
2026-02-20T08:25:00Z,SOL-USDT,83.5755,83.5755,83.5755,83.5755,1197.1,1592.69,801.51,0.0598,0.0598,1658.07,861.36,0.1795,0.5384,1694.81,921.16,0.2991,0.6581,2156.19,954.61,0.4188,0.8974,2222.58,955.44,0.5384,1.017,2331.01,1014.61,0.6581,1.4957,2357.18,1058.49,0.7777,1.6153,2462.0,1142.06,0.8974,1.735,2588.02,1281.37,1.017,1.9743,3060.87,1315.3,1.1367,2.0939
2026-02-20T08:30:00Z,SOL-USDT,83.6315,83.6315,83.6315,83.6315,366.765,217.79,515.74,0.0598,0.0598,243.44,547.82,0.7772,0.1794,276.6,582.7,0.8968,0.2989,437.03,733.17,1.0164,0.5381,1154.8,768.83,1.1359,0.6576,1299.38,816.51,1.2555,1.0164,1718.52,876.31,1.3751,1.1359,1791.91,902.18,1.4947,1.2555,1852.0,921.41,1.6142,1.4947,1925.25,947.63,1.7338,1.6142
2026-02-20T08:35:00Z,SOL-USDT,83.3885,83.3885,83.3885,83.3885,121.0,2.18,239.82,0.06,0.06,34.01,479.64,0.1799,0.1799,158.02,819.13,0.2998,0.2998,173.13,855.94,0.4197,0.5396,222.2,892.75,0.5396,0.8994,249.77,912.69,0.6596,1.0193,341.52,1009.48,0.7795,1.1392,454.8,1089.79,0.8994,1.3791,1190.79,1142.11,1.0193,1.499,2037.93,1259.52,1.1392,1.6189
2026-02-20T08:40:00Z,SOL-USDT,83.283,83.283,83.283,83.283,351.48,599.69,103.27,0.1201,0.1201,605.78,142.17,0.8405,0.2401,1371.97,241.28,0.9606,0.7204,1498.07,267.99,1.0807,0.8405,1518.41,512.18,1.2007,0.9606,1586.35,752.32,1.3208,1.0807,2024.91,791.22,1.4409,1.2007,2169.5,830.12,1.5609,1.4409,2316.62,964.53,1.681,1.8011,2330.63,1685.11,1.8011,1.9212
2026-02-20T08:45:00Z,SOL-USDT,83.3765,83.3765,83.3765,83.3765,575.86,979.66,172.06,0.2998,0.2998,1006.67,232.05,0.4198,0.4198,1186.58,269.8,0.7796,0.7796,1219.9,314.77,0.8995,1.0195,1939.8,327.73,1.1394,1.2593,2044.3,479.57,1.2593,1.3793,2083.92,1106.82,1.3793,1.4992,2835.53,1210.26,1.4992,1.6192,2988.73,1249.32,1.6192,1.7391,3112.21,1293.54,1.7391,1.859
2026-02-20T08:50:00Z,SOL-USDT,83.7245,83.7245,83.7245,83.7245,1156.885,2287.19,26.58,0.0597,0.0597,2326.5,86.32,0.1792,0.7764,2505.66,115.24,0.418,1.3736,2613.68,132.36,0.5375,1.493,2663.68,180.48,0.6569,1.7319,2756.9,209.4,0.8958,1.8513,2802.64,500.78,1.0152,1.9707,2921.91,501.39,1.1347,2.0902,3680.43,622.77,1.493,2.2096,4165.55,1346.7,1.6124,2.3291
2026-02-20T08:55:00Z,SOL-USDT,83.5965,83.5965,83.5965,83.5965,190.895,48.12,333.67,0.0598,0.0598,85.11,667.34,0.4187,0.2991,122.1,1001.01,0.5383,0.5383,147.39,1334.68,0.7775,0.6579,184.38,1454.29,0.8972,1.0168,227.73,1573.89,1.0168,1.1364,229.9,1693.49,1.1364,1.256,618.88,1813.09,1.256,1.3757,621.05,1932.69,1.3757,1.4953,664.04,2052.29,1.4953,1.6149
